beer,link,score,style
Kyoto Brewing Thoughts of the West Coast,/beer/kyoto-brewing-thoughts-of-the-west-coast/340795/,3.65,India Pale Ale (IPA)
Kyoto Brewing Ichigo Ichie,/beer/kyoto-brewing-ichigo-ichie/343202/,3.65,Saison
Sankt Gallen Imperial Chocolate Stout (2009-),/beer/sankt-gallen-imperial-chocolate-stout-2009-/160444/,3.65,Imperial Stout
Hitachino Nest XH ,/beer/hitachino-nest-xh/10889/,3.65,Belgian Strong Ale
Thrashzone Brew Labo World Downfall Stout,/beer/thrashzone-brew-labo-world-downfall-stout/243448/,3.65,Stout
Fujizakura Heights Roppongi Draft #1,/beer/fujizakura-heights-roppongi-draft-1/404142/,3.65,Weizen Bock
Tamamura Honten (Shiga Kogen) House IPA,/beer/tamamura-honten-shiga-kogen-house-ipa/67410/,3.64,Imperial IPA
Yorocco Saison,/beer/yorocco-saison/250292/,3.64,Saison
Yorocco Kinkan Blonde,/beer/yorocco-kinkan-blonde/405326/,3.64,Fruit Beer
Fujizakura Heights Weizen Bock,/beer/fujizakura-heights-weizen-bock/22726/,3.63,Weizen Bock
Shiga Kogen Takashi Ichiro Pete!?,/beer/shiga-kogen-takashi-ichiro-pete/245151/,3.63,Imperial Stout
Coedo / Stone / Garage Project Tsuyu Saison,/beer/coedo-stone-garage-project-tsuyu-saison/419703/,3.63,Saison
Y Market Purple Sky Pale Ale ,/beer/y-market-purple-sky-pale-ale/281676/,3.62,American Pale Ale
Baird Suruga Bay Imperial IPA,/beer/baird-suruga-bay-imperial-ipa/114076/,3.62,Imperial IPA
Kyoto Brewing Sandomemashite,/beer/kyoto-brewing-sandomemashite/512182/,3.62,Imperial IPA
Shiga Kogen IBA,/beer/shiga-kogen-iba/154969/,3.62,Black IPA
Kyoto Brewing Yoru no Tobari (Veil of Darkness),/beer/kyoto-brewing-yoru-no-tobari-veil-of-darkness/480354/,3.62,Imperial Stout
Coedonado Ichiro Malt Barrel Aged Version,/beer/coedonado-ichiro-malt-barrel-aged-version/270302/,3.62,American Strong Ale 
Shonan Chocolate Porter,/beer/shonan-chocolate-porter/84790/,3.61,Porter
